"GeneIds","Gene","Donor01_ntCtrl_O2","Donor01_ntCtrl_RA","Donor02_ntCtrl_O2","Donor02_ntCtrl_RA","Donor03_ntCtrl_O2","Donor03_ntCtrl_RA","Donor04_ntCtrl_O2","Donor04_ntCtrl_RA","Donor05_ntCtrl_O2","Donor05_ntCtrl_RA"
"ENSG00000002834.19","LASP1",8898.22942751457,7834.56596107367,10644.9068898031,10139.1325467509,8627.21722654606,8724.82428324153,10234.7320146149,9649.48942822209,7873.59358168581,10002.8213434422
"ENSG00000002919.15","SNX11",388.550984105327,360.400315042464,398.272469265425,381.832255114986,321.503832287401,359.091046828349,470.460950260555,479.447125391744,389.655369530127,500.068802894234
"ENSG00000003056.8","M6PR",3231.28883778052,2967.73381451766,3363.81301506338,3350.7495201857,3496.2058809999,3076.21330116286,3551.19946726257,3622.25471386274,2979.26662866969,3250.44721881252
"ENSG00000003096.15","KLHL13",271.848391706201,279.867122616177,179.503084739346,234.358120654407,512.507954052241,428.732946819302,234.891037215226,204.169847817336,399.875838239114,209.566405837179
"ENSG00000003137.9","CYP26B1",37.7567210703056,27.9867122616177,35.5266521879956,80.0247241258952,20.1681370807595,13.0578562483036,28.512784864276,69.6993618410906,24.273613183844,76.6001345473827
"ENSG00000003147.19","ICA1",629.507513117641,864.732293144677,280.473569905229,268.654430994077,302.522056211392,369.972593701936,279.696842001946,287.949888818243,737.151305635682,607.01993414907
"ENSG00000003249.15","DBNDD1",349.421291359738,316.992353167302,534.769606619303,334.960630984104,348.790135396664,428.732946819302,350.978804162636,325.263688591756,218.462518654596,294.838253729548
"ENSG00000003393.16","ALS2",718.750672011091,680.819612568332,740.450224549804,824.25465849672,754.525599021355,587.603531173663,534.954154120227,535.065808073019,807.417028009967,719.752207633898
"ENSG00000003400.16","CASP10",614.404824689519,621.990401079625,261.775331911547,273.227272372699,790.116429163872,595.220613985173,304.136371885611,279.501481322353,700.102106565605,501.514088451732
"ENSG00000003402.21","CFLAR",6266.92921183309,7814.00429492227,8064.55004667501,8826.72707108624,4461.90373886685,4392.88047286681,5879.74356451178,6686.21049903876,6275.36778731797,7126.70308402159
"ENSG00000003436.16","TFPI",1029.72875646288,876.726598399656,1645.44494344401,1881.72422730319,915.870695667431,966.281362374467,967.39805789508,1041.26622386841,789.53120776924,2117.34334173426
"ENSG00000003509.16","NDUFAF7",367.269923138427,343.265593249637,450.627535647734,416.128565454655,323.876554296902,329.710870269666,300.063116905,305.550737768013,356.438846225919,410.461098329371
"ENSG00000003756.17","RBM5",2169.29524694847,2035.03379159477,2154.03701687216,2202.96633415143,2433.2264207434,2457.0532840558,1972.13428644576,1674.89678606015,2102.86143687406,1998.82992601944
"ENSG00000003989.18","SLC7A2",50.7999519855021,62.256155847272,3.73964759873638,29.7234689610468,136.431515546314,41.3498781196281,29.1916606943778,29.5694262356142,135.421210394077,27.4604255924579
